Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
39,0.9943987443083324,0.00012275168051034362,0.0026209754662785897,0.0003759626343131955,0.0006411693567570765,2.0255966595288387e-05,4.358357180877783e-05,0.0014136977617355388,0.00016755227890603814,0.00019530697476269912
40,0.12516086458127199,0.7497351716141865,0.009362837979366542,0.01153700012553394,0.018328727813606466,0.06607714650985257,0.016126163169305728,0.0013589592629381219,0.000783713478340517,0.0015294154655977946
41,0.7421608762000743,0.008692195428588251,0.00022900795394587809,0.0003490649144357178,0.05494180654818237,0.08280860978153112,0.00495438056209778,0.0256663988756438,0.00022944673922377476,0.079968212996277
42,0.2609285694488096,0.7250085520015651,0.00093356858260518,0.0015750164419762991,0.00116543216318313,9.085891649641723e-06,0.00019348766595500566,0.007492161455461196,0.0016145914600429931,0.0010795348887517437
43,0.09199224348480213,1.1335422608688174e-05,0.4581497229812477,0.0002165797710417942,0.00032214496820459675,0.11806351435471896,3.471738535520398e-05,0.00203320568957212,0.004038706144050081,0.3251378297983988
44,0.8232205837455737,0.026156910117002278,0.005639777024089636,0.00433447921501879,0.009590938350836818,0.022402362408231385,0.02631218916867041,0.0461717610423254,0.02879253727935423,0.007378461648897283
45,0.7992122555768091,0.14812724459060853,0.0007234720855630662,0.02545192985593365,0.003945497540675075,0.0003655527157740635,0.0075751589976730095,0.00040542762788745295,0.0001450144484243227,0.014048446560651698
46,0.36540158945939377,0.6312403512795588,1.5079061044067746e-05,0.00028781768905707236,0.0020748851840224724,0.00017519514458923453,0.0003912951540245981,2.3049531290490032e-05,4.9014256003878085e-05,0.00034172324101548426
47,0.4375532113399327,0.5438431443942934,0.0006217419513254091,0.0067163533257995406,0.0033040879128035053,0.000953939794345388,0.006732068854413935,8.196724631287763e-06,0.00018960716897503563,7.764853347974488e-05
48,0.91458451049055,0.07421747040485716,0.00016609800439438277,0.0009101454615054256,0.0010668171948505906,4.381893519747672e-05,0.008403218685820944,0.0004940349136786377,1.5853238395338625e-05,9.803267075006451e-05
49,0.23653767364898873,0.02349955560872559,0.000348276456863642,0.4399953252233009,0.0056486187748986125,0.017556496038700114,0.0006054915471438611,0.26793969803383366,1.6611970249096281e-06,0.007867203470520001
50,0.42955058042267524,0.1936789474779024,0.00036874705693177835,0.00920060010376652,0.013298984210147304,0.07049188875447737,0.23526617832914692,0.03736498634707192,0.009528129884782908,0.001250957413097506
51,0.26194520810304545,0.7236254791501494,0.007351585776895163,6.585957115589722e-06,2.1963788253857396e-05,0.006883490626899535,4.651607322385599e-05,6.269762005465272e-10,8.673418556064949e-05,3.243571188037974e-05
52,0.1508412336562629,0.012450878380494293,0.4410202172896407,0.010765666269906878,0.15778921823224193,0.22446699369992903,0.0005650022620808877,0.0005298187043437821,0.00017402744851793044,0.0013969440565815817
53,0.0930482140676252,0.014965214429913665,0.00016854649287548356,0.40595772650452566,0.02321357465462408,0.04036339383917197,0.41384407525897193,0.0077422176515833776,0.0005480056373464711,0.0001490314633623655
54,0.7324381348054964,0.01067482082874528,2.178507304173099e-06,0.011918801990785115,0.04450371728630041,0.025684422791933028,0.0036617454235498394,0.16534261757392282,0.0037964140826639422,0.00197714670929894
55,0.009638425572867057,0.017710344550363497,0.8657638979502876,8.398059116415273e-06,0.002330728608539271,0.09093138076020203,0.0022549289943562764,0.000333335296384754,0.010991470478451443,3.708972943182468e-05
56,0.030098114023656957,0.0022328551407725084,0.8571582890710249,0.002462469871067448,0.07060735224988797,0.001832837486411318,0.008950743596545598,0.0001694907541916087,0.008029278239135228,0.01845856956730631
57,0.0077595559426609124,0.08733159353045865,0.00014193668314637292,0.0027553212019988385,0.4610844950692501,0.048094903675023774,0.03368948711945569,0.0006521433826429326,0.2830753296812608,0.07541523371410172
58,0.9752441998954116,0.002434590504113757,0.00011753515574175569,4.3468422466421985e-05,0.0015064598025252597,1.6486688398438482e-06,0.018316847704333943,0.0019542186614049666,5.05815033651456e-06,0.00037597303482612987
59,0.005432751094519253,0.01903511517772351,0.4624354013473934,0.00029075820447183097,0.09808378230558214,0.4071442093088901,0.00017631377223848826,2.195007886433219e-05,0.007250519628470573,0.00012919908184628865
60,0.3807215261239122,0.5911846954131048,0.009982494962999904,0.003685368576087266,0.005782673661566375,0.002011324676515456,0.0006233916662557042,0.0007273407730887113,4.893047244914403e-05,0.005232253674020561
61,0.7637044122367476,0.001888824298578585,0.0006101330156230231,0.021087906125312562,0.012196635709143266,0.003064060118784014,0.16763313604535943,0.0012287057780984722,0.00027436564823673636,0.028311821024116324
62,0.9767788306818538,0.0024539675151458596,0.008142582424825729,0.0007680008253610256,0.002054591559299143,0.0017027009651966187,0.003232557458100727,0.00031361120064442674,1.68156398024369e-06,0.0045514758055923785
63,0.01602724383893428,0.31502309092483066,3.5952585441524697e-05,0.19958940285970217,0.02968814091240464,0.34270742639305923,0.02701748173663837,0.0517403999930788,0.004535320815589303,0.013635539940321122
64,0.986618191498045,1.0004431565995139e-05,0.0020918203120644627,3.648415895762117e-05,0.002854334410390562,2.729606679747692e-05,0.0024651572263435957,0.000371739829050392,2.3024701652038105e-05,0.0055019473651328355
65,0.45614624892035577,0.0016052001323951426,0.000722419950173046,0.1980025343457941,0.045127380632896404,0.2265743495761767,0.00592144207907204,0.016744316122729558,0.048054686285614885,0.0011014219547923092
66,0.5586791077438072,0.3176710069728589,0.0003764092679988045,7.700297749599809e-07,3.4637950096400822e-06,1.2076233705910299e-05,1.2561124246329697e-05,5.5222176479293666e-08,1.7690664658362865e-08,0.12324453191975719
67,0.8800810787194323,0.026072329462831292,0.0022427583538932082,0.017600472414532452,0.00022053631221167707,0.011763832776806274,0.0001982598259075086,0.032859291488717274,0.0016539521423846006,0.027307488503283312
68,0.014182809796539611,0.5169817508591432,8.634726117707009e-06,0.35158481911669703,0.0065234599669591236,0.0017057548456203202,0.10696175587464062,0.00019162809147435202,4.7070877788601e-06,0.001854679635029239
69,0.055610141589738316,0.7562781677342739,0.002884348305432597,0.05298189645140871,0.05683047825171078,0.0032792266973191543,0.07026824010721286,0.0004383147972121228,2.3591756210291928e-05,0.0014055943094812985
70,0.9155403179439683,0.028183014628239782,0.01773502441424773,0.002204725280288585,0.013404772452542957,0.00196068378593752,0.0024559089532229777,0.01577132517947403,0.00010075049737035098,0.0026434768647078666
71,0.7896368077504607,0.0001248631818722781,0.0007905642494180965,1.3521845743802438e-08,0.0002760806267324033,0.007444137786604278,4.913346791807967e-05,0.20086116992716546,1.1317166671263937e-05,0.0008059123213116625
72,0.6084164900392023,0.00793661055816763,0.0007118886680685003,0.0088302622567588,0.25744342318676666,0.01344663434207661,0.08490919469972698,0.0158751524989898,0.0006987288380280228,0.0017316149122148785
73,0.5384565358179602,0.013282866120562417,0.00037499606487745464,0.05434781215692642,0.0024974035946899345,0.1730807555032495,0.0002887355037762028,0.16356778896616095,0.00010246870352755674,0.05400063756826955
74,0.20593414255670714,0.010154436593557496,9.342565303446925e-05,0.006504137129487867,0.16230875684452373,0.025654526535076636,0.5664316257237023,0.006669080333254243,3.676521478311847e-05,0.016213103415872884
75,0.3919335524081699,0.01158387341670306,7.51798892476737e-05,1.0774083814160016e-05,0.0029365623759812923,0.00012103463909422686,0.0014911182193150523,0.5698686263164915,0.020589397636642522,0.0013898810145404994
76,0.08660889937854255,0.6183937701834356,0.2932733130838229,5.108280546635995e-06,1.636937100733235e-05,0.0008812796571564737,0.0005572125278092513,3.475783091763609e-06,0.00015140360622283104,0.00010916812836464522
77,0.40124181883226984,0.1640867907018957,0.0031007412221649294,0.0006415116689204109,0.0003739350270348071,0.4158110825118399,3.0721361480689965e-05,0.014451251261998092,1.2205577941501276e-05,0.00024994183445405083
78,0.11891611304715789,0.05538278105390869,0.7490636900803317,9.277490920668045e-05,0.008690840662206272,0.01785747213334382,0.0035417097417205223,0.0002476557710649838,0.032293775321675884,0.013913187279383475
79,0.092710792470815,0.0023160817927366938,0.05653332209374064,0.010735502381451316,0.013490794403652272,0.22313798412711516,0.011625185635076885,0.0018830514016051135,0.5610908981400442,0.026476387553762668
80,0.3141183229509271,0.1584860756306986,0.005362375110770609,0.0024704675552829985,0.022417096133549624,0.07401995527948767,0.04402475048394823,0.020406372589723783,0.007496516620135599,0.3511980676454756
81,0.001739546063895729,0.03738162814604396,0.44962315301146843,0.0003140160013461066,0.002012481273785131,0.42885709096736885,0.00040423349574225106,0.000893797621935812,4.670681405290027e-05,0.07872734660436081
82,0.9299636436956361,0.0029617241645403503,1.4421563956111504e-05,0.009667245339980661,0.0021620886354446157,0.004678050612713974,0.013680763481866264,0.03682200107572999,6.865007071865959e-06,4.3196423059979665e-05
83,0.7582669648787167,0.01797511884147449,2.1290421653210554e-07,7.813306359266312e-05,0.0015571532971401735,3.495759621484735e-05,0.21752667669538844,0.0006183208143525712,0.00189928571915717,0.0020431761897465404
84,0.3846769548428329,0.5270456339112908,0.00020863822823591972,0.0816956975357062,0.002520314543972123,0.00022698633084276894,0.002410188957053443,0.00011797306864116407,6.618678808118772e-06,0.001090993902616814
85,0.005998363952977385,0.0011096026491724414,0.47429527008123484,0.003070322320748921,0.005363146043000848,0.02287189518869574,0.00011118319770310559,1.9533496693216576e-05,0.4871582842799554,2.398789818049208e-06
86,0.8971449451313865,0.00048720699791526264,0.0003432784597974781,0.0008409691361707202,0.009896948931524803,5.84230397754428e-05,0.08676758786674578,0.0008328900397274132,0.0003904138762571017,0.003237336520699355
87,0.3328796822813519,0.33570063153582674,0.0005764467916939882,0.051598489825095774,0.00028766395285626114,0.001091991460050955,0.2553591662746668,6.666335499760097e-06,2.2911502025776403e-07,0.022499032427937316
88,0.028661040367840694,0.24492013651330352,0.08005310311985576,0.023523190539813988,0.014567160465605489,0.32875923485648706,0.03217176935303569,8.496984851723677e-05,0.0002420290815706544,0.24701736585396977
89,0.07584445993602386,0.001066954888737079,0.0013586981695314076,0.4494579896092068,0.0008415722172233119,0.007740187792042003,0.0010499873133563381,0.36492538709570127,0.00014592043455483722,0.09756884254362304
90,0.7330120218437042,0.002641757651542433,0.0013887207271892873,0.015673488561085788,0.009917718386912522,0.017409732234879367,0.01459210474214056,0.2038164259174607,0.0012857236871016858,0.00026230624798358274
91,0.4815716164025415,0.009624854265399234,0.05680321321564608,0.017584346858840676,0.02112076042844777,0.24521893905548248,0.007603131361965504,0.006189674370067348,0.0002176606335756864,0.15406580340803377
92,0.07880697741586612,0.09323820363933147,0.7493815142077507,0.004191975249546941,0.04823713090124792,0.0014772701524856512,0.018512779025119712,0.0024372427116109634,0.0011071600033195645,0.0026097466937209375
93,0.8999132211854335,0.002660498531094834,0.00014056939433784013,2.6515925897669034e-05,0.014053122081247326,0.0007737617748788823,0.04290692509179278,0.032383841413172215,0.001791780933513488,0.005349763668631605
94,0.8649695829201443,0.002510010458478895,0.1272368869496404,5.9906206610479903e-05,0.002886231139306731,0.00010484096578168698,0.001609348748793643,0.0004544751456726991,0.00014119723337407272,2.752023219718586e-05
95,0.7890646124121142,0.10050131276851151,0.00043317197502657374,0.001496433986475257,0.09164363280673594,0.0032512152347257866,0.012377623726057514,0.00011501758515714744,0.00068121732383208,0.00043576218136396857
96,0.9135170691242293,0.018949953405865173,8.582212148548285e-05,0.0302451767290263,0.00032410846525249623,0.01920425152693089,0.015366069377999975,0.000805892171855791,6.61671052274204e-06,0.0014950403668320573
97,0.005139793383521696,0.0027507562967812892,0.000830448589683944,9.798414090198514e-05,0.7870945506493576,0.030679831204534717,0.10822839299649643,0.05088635675062802,0.0009963501378395278,0.013295535850254734
98,0.0571803003945434,0.6787905720248132,0.0010248015077145782,0.21508107343694394,0.006876265288118684,0.019197165746279304,0.004983366346367657,0.01476416533476181,1.0926422368187757e-05,0.0020913634980894063
99,0.1283919337548562,0.7509835164703146,0.0007891764184047262,0.001090942718925182,0.09140606877319506,0.0008886677120454215,0.019142748336993802,0.0060385086251972305,0.0001262629903307145,0.0011421741997370628
100,0.04672207337366504,0.0006351809501479565,0.006051769615045086,0.2767935883738943,0.17041728787287647,0.03226636390797799,0.09553493546738234,0.02740784061412449,0.27964039666365825,0.06453056316122822
101,0.7881530817133787,0.004728626478472417,9.719038953332875e-05,1.1323169615757107e-05,0.1878196760443296,0.0005704837900448444,0.008945011484974626,0.002516496005361153,1.2299171886990522e-05,0.007145811752402404
102,0.16995271981589855,0.05113679544780253,3.30930051014091e-05,0.10146074999093459,0.5348388668775322,0.009961363529480991,0.0994826014307267,0.005965560798883417,0.0014257416032394086,0.02574250750040012
103,0.33236966745279667,0.005034559199916659,0.0006019913594544773,0.0896274844077193,0.09606674855620524,0.10891528853861153,0.017934530443575552,0.0011666210080161256,0.12154685157144633,0.22673625746225815
104,0.6887920546034869,0.13298989349392376,0.0018906597824647935,0.0009543702384907595,0.0981251372674838,0.01972529748189391,0.0076738566848349446,0.048685201593996884,6.778051348884903e-05,0.0010957483399355017
105,0.026659808164457198,0.7241677054962926,0.0003049029803330118,0.22861028685451604,0.002606741957953207,2.7975673689403094e-05,0.015175865104231606,8.611293198495936e-05,0.0023508149452351047,9.785891306781462e-06
106,0.5272879161423024,0.23616531603155247,3.399624653143667e-05,1.7946744730185673e-05,0.0020556245037380194,7.75968532615351e-05,0.0005221695733372458,0.23368300215324106,3.2086411006385864e-05,0.00012434534029941475
107,0.7251120604602243,0.000549110696338122,2.7419951113304763e-05,0.0006099476321192293,0.21485741040271114,0.0005386683080642115,0.0020065622439953365,0.051206161245600436,0.0011149969355516438,0.003977662124282414
108,0.9964186431783888,0.0002279276796916213,1.5190741302039383e-05,3.856674238345167e-05,8.396159802905682e-05,7.369693012643688e-06,0.002861767674164725,1.8446146236758928e-05,0.00021509477222291342,0.0001130317745680007
109,0.18061532757992238,0.41083637425092023,0.0034809064666206173,0.26545837178100007,0.08474967771324357,0.0009497763725962435,0.042195818129870784,0.0022011904698412093,0.0032038587596474716,0.006308698476337477
110,0.6989139102321941,0.007629697825858683,0.0008968467761350656,0.17177126238950888,0.002591036779685686,0.0023975983771363785,0.0003361164848312329,0.11094575667390563,8.616221455314194e-05,0.004431612246191122
111,0.03591961604580605,0.04528935725287589,0.8342323987713939,0.006605762174512215,0.00014393943765944828,0.007491701937721817,0.006295578018481877,0.003944155871079249,0.04654025364756356,0.013537236842906199
112,0.0004265681397618158,0.8707331750135997,0.1271372693080589,3.2476088789143605e-07,0.00030577773203395203,3.913948817390257e-06,0.0001323373257331427,1.304946741114663e-05,0.0011980035392477701,4.958076444797124e-05
113,0.8572303729758217,0.02793485709173176,1.3636998972105017e-05,0.00034732293386433943,0.0025134821634618556,0.00043013763469185867,0.00971473408972703,0.10087476024884807,0.0002670297213931538,0.0006736661414880619
114,0.867202389664001,0.00942027746274451,0.0027433218717180545,0.00038512067608779466,0.01852042563501399,0.005914650270895809,0.07825428027644266,0.004823629501397156,0.0016990561121399102,0.011036848529559159
115,0.9743538773686873,0.022768203354240974,0.000891345981563868,4.700028704568971e-06,0.0006495100606316736,1.0565192762458142e-05,0.0009598993553366713,0.0003138659970187227,5.11945394676963e-06,4.2913207107114384e-05
116,0.38271858303999223,0.00010080930092411023,2.581253821281669e-06,0.3370862415183673,0.002947569466611035,0.0025966228746688302,0.2533732854133487,0.010953772857366317,0.003731670575429523,0.006488863699470728
117,0.949300978926384,0.0019980802907394518,0.004386598044637749,0.00020330290992929447,0.033605663198166665,4.273851224487003e-06,0.006606247672914352,0.000705420930180092,0.0015342029224013197,0.001655231253422816
118,0.9708178828400255,0.01037192472771869,0.005300086830768504,8.898177268293484e-05,0.004962009626951876,0.0005010775684665877,0.0013425610974438676,0.0007203668881562776,7.660724370748915e-05,0.005818501404078386
119,0.9612623015088613,0.005209089483354668,0.0007272492237059395,2.69796258801019e-05,0.016483208070068422,2.6684649704432548e-05,0.01452519047912946,0.0013317238612756944,3.455504804950692e-05,0.00037301804997031323
120,0.7946131123066793,0.017146164344465212,0.05784934229889211,0.0024059938142723973,0.03436810632784943,0.008373722816156767,0.0016590635339374272,0.011754528660876278,0.0004774631078347509,0.07135250278903635
121,0.5417008890163506,0.0019807508283141116,0.010541470934271246,0.00012096089057223573,0.0003403746276218811,0.0003193518994605984,0.03068765897457352,0.41382479280250256,1.069368502348177e-06,0.00048268065783099056
122,0.9806610677818562,0.006335113235286787,1.5737323379587313e-06,2.3943177872414254e-05,0.004446903382323461,7.719827136326013e-06,0.007067561246981294,0.000899990184104411,0.0004054378285395527,0.00015068960356144965
123,0.04725229729639513,0.854924859944528,0.00877183682106234,0.02161043870011358,0.03538855820712515,0.004731745518235328,0.0007376822960858693,0.0011620908157748552,4.645806906319012e-05,0.025374032331616513
124,0.9771202879620955,0.007885865481653332,0.0007407537452303064,0.00023201509510024584,0.005508789178706857,0.00018013268921912034,0.007038954172043017,0.0005291470346400135,3.122144309761502e-05,0.0007328331982139128
125,0.025749055303533053,0.009423519802398899,0.5793636736026234,3.6085030595738106e-05,0.21300959458366706,0.01431799300989806,0.155386052525849,0.0014177187428292123,0.00010110432292133294,0.0011952030756842069
126,0.22788122827127677,0.23435120164481943,0.0023026033120612716,0.05758441607881485,0.22001484854546954,0.004507978023042403,0.19874684614102997,6.890083693291107e-05,0.04240456918670103,0.012137407959851913
127,0.9061495792333967,0.046457817253703036,0.007637318774476268,0.00018385247791335538,0.0037342538087932952,0.002473085498576701,0.003148645359082603,0.003715660189287431,0.0008689704628588782,0.025630816941911667
128,0.9839702440888081,0.013718104416015524,0.0001829631991162021,0.00024072448874112707,1.963157936790927e-05,2.2422268730751003e-05,0.0014838269080653277,0.0002054059488784252,8.70327278344704e-06,0.00014797382949317402
129,0.007423977862276215,0.05257264776234519,0.2148986387246045,0.038614710108034224,0.0012688838095989672,0.2625899816608438,9.34192720986779e-05,0.0010274465911074761,0.42012387152192754,0.001386422687163422
130,0.20306742420933613,0.7709173790987882,3.789936041154808e-08,0.017811357555857908,0.0047996637130971916,0.0008916108330875673,0.0017921342562668657,1.7840758054465274e-05,1.2869325359627903e-06,0.0007012647436152949
131,0.1139279355808692,0.0025060417218642885,0.0007250409994691759,0.041002194015853366,0.5289626324927695,0.04138893966551238,0.26986535385044946,0.00010307183481081075,0.0011076837420315932,0.0004111060963702835
132,0.6499471172452288,0.0001095619156545735,0.00019410119142334993,9.274024908112442e-05,0.013215199092525646,0.000733563931551061,0.0008504257417986825,0.3306571282117612,8.09646000400344e-06,0.004192065960971628
133,0.88105775523453,0.0016074412059771497,0.020717673681370227,0.002817669036394308,0.010484734384268552,0.03579338804802753,0.0008873633701674044,0.04156322668563445,0.0011976014705067518,0.0038731468831237235
134,0.045757534100080405,0.016675536800005972,0.000789175260034082,0.07391602290755077,0.3054860022588876,0.004499026202510167,0.012447704402718132,0.04277896282825973,0.3123923034542655,0.1852577317856877
135,0.7588018866374597,0.00024190497740655576,0.18270454917852622,0.011963385342077491,0.04036940757667444,0.003030250267543091,0.002465551220993674,6.247517186701285e-05,2.171341350628517e-06,0.0003584182861012011
136,0.15986278378961666,0.016810002340470493,0.00031812485034785916,0.6942320265762136,0.05915952622302591,0.05323744438927086,0.008707887173375003,0.005190960002665906,7.079188413347194e-05,0.0024104527708801666
137,0.05343520505867811,0.04906412984621167,0.13911801567609475,0.001511417535069243,0.0019268647172371316,0.7416500464836697,0.008072690970258777,0.002157731197288639,0.0022776336437521916,0.0007862648717396313
138,0.11131500531609194,0.0007180111912481411,0.8319323082516237,0.00011423605311258406,0.023866223658064137,0.018186996273293673,0.0008471839464040477,5.254033265570926e-06,0.012509025926018906,0.0005057553508774275
139,0.6445170075019108,0.0005771638713602561,0.04520313446858952,0.011508082289781077,0.030643860895103705,0.04866519958423254,0.06168796787879395,0.0018617061778681105,0.08036813796850034,0.07496773936385984
140,0.8814760651931142,0.00897578770638051,0.00126728833280297,0.014570952534350532,0.00825017925691488,0.00013072121450808898,0.03270363912727538,0.048196350439359825,8.242208819330401e-05,0.0043465941071003595
141,0.8316836078617528,0.02273786110451452,0.0001906521062132961,0.002396554679091961,0.007210992572422018,0.0005328964835821089,0.006910533943676652,0.12691026979964534,0.0005019578376595202,0.0009246736114417014
142,0.5286794875739831,0.019920313654991327,0.0008232518835095437,0.005972604124585905,0.0037294815067464107,0.0007866750710371569,0.0052074818152561,0.42672504950706674,3.789238036103556e-05,0.008117762482462609
